 Node            Displacements                Applied/reaction forces
    82     0.000003105    -0.000199362     -0.000000002     0.000000030
    83    -0.000131892    -0.000202972      0.000000007 ***************
    84     0.000038072    -0.000201942     -0.000000002     0.000000002
    85    -0.000060143    -0.000161249      0.000000001    -0.000000019
    86    -0.000030735    -0.000161067      0.000000000     0.000000012
    87    -0.000091087    -0.000163821      0.000000005     0.000000020
    88    -0.000001029    -0.000163161     -0.000000002     0.000000035
    89    -0.000124815    -0.000168573      0.000000012 ***************
    90     0.000031147    -0.000167001     -0.000000002    -0.000000001
    91    -0.000056121    -0.000126803      0.000000007     0.000000012
    92    -0.000029974    -0.000125725      0.000000003     0.000000020
    93    -0.000084934    -0.000131151     -0.000000011     0.000000013
    94    -0.000004719    -0.000128960     -0.000000000    -0.000000007
    95    -0.000116817    -0.000137282     -0.000000001 ***************
    96     0.000022681    -0.000134545     -0.000000003    -0.000000001
    97    -0.000050714    -0.000095765      0.000000000     0.000000003
    98    -0.000027253    -0.000092263     -0.000000001     0.000000001
    99    -0.000078537    -0.000103018     -0.000000014     0.000000025
   100    -0.000005163    -0.000098485     -0.000000000    -0.000000004
   101    -0.000108117    -0.000109561      0.000000005 ***************
   102     0.000015047    -0.000105667     -0.000000001     0.000000003
   103    -0.000047276    -0.000071962      0.000000006     0.000000002
   104    -0.000073726    -0.000080177      0.000000013    -0.000000008
   105    -0.000022571    -0.000059877      0.000000001     0.000000002
   106    -0.000004340    -0.000070704      0.000000001     0.000000006
   107    -0.000099057    -0.000085542      0.000000004 ***************
   108     0.000010099    -0.000081045      0.000000000    -0.000000001
   109    -0.000030564    -0.000042410      0.000000002     0.000000002
   110    -0.000049837    -0.000056324     -0.000000009    -0.000000005
   111    -0.000068968    -0.000061016     -0.000000003     0.000000006
   112    -0.000089906    -0.000065319     -0.000000003 ***************
   113    -0.000010311    -0.000037379     -0.000000001    -0.000000002
   114    -0.000018996    -0.000029519     -0.000000003     0.000000003
   115    -0.000000801    -0.000048111     -0.000000000     0.000000001
   116     0.000007366    -0.000060770      0.000000000     0.000000006
   117    -0.000035433    -0.000034219      0.000000002    -0.000000003
   118    -0.000027431    -0.000023823     -0.000000001    -0.000000001
   119    -0.000050439    -0.000041477     -0.000000006     0.000000001
   120    -0.000065896    -0.000045578      0.000000000     0.000000000
   121    -0.000081031    -0.000048653      0.000000009 ***************
   122    -0.000014169    -0.000016806      0.000000003    -0.000000000
   123     0.000002311    -0.000034447     -0.000000000    -0.000000003
   124    -0.000004962    -0.000018926      0.000000000    -0.000000005
   125    -0.000022571    -0.000015322     -0.000000003    -0.000000001
   126     0.000006145    -0.000044453     -0.000000000     0.000000004
   127    -0.000040673    -0.000028285      0.000000000     0.000000003
   128    -0.000035773    -0.000020937      0.000000001     0.000000001
   129    -0.000050027    -0.000030377      0.000000001    -0.000000004
   130    -0.000032493    -0.000013859      0.000000003    -0.000000001
   131    -0.000061461    -0.000032814      0.000000012     0.000000004
   132    -0.000072737    -0.000035377     -0.000000004 ***************
   133    -0.000007238    -0.000006486     -0.000000001     0.000000002
   134    -0.000013642    -0.000007794      0.000000002     0.000000000
   135    -0.000021566    -0.000007873     -0.000000002     0.000000000
   136     0.000006086    -0.000031134      0.000000000     0.000000003
   137     0.000004835    -0.000024013     -0.000000000    -0.000000003
   138     0.000001612    -0.000013356     -0.000000000    -0.000000003
   139    -0.000000816    -0.000005963      0.000000000    -0.000000000
   140    -0.000029963    -0.000007847     -0.000000002     0.000000002
   141    -0.000046190    -0.000021103     -0.000000007    -0.000000005
   142    -0.000042129    -0.000013848      0.000000003     0.000000001
   143    -0.000056156    -0.000022775     -0.000000006     0.000000001
   144    -0.000038799    -0.000008025     -0.000000005    -0.000000000
   145    -0.000065346    -0.000024993      0.000000004 ***************
   146    -0.000007066    -0.000002301     -0.000000000     0.000000001
   147    -0.000013682    -0.000002561      0.000000003    -0.000000000
   148    -0.000001413    -0.000001909      0.000000000     0.000000000
   149    -0.000020856    -0.000002778     -0.000000002     0.000000000
   150    -0.000028476    -0.000002952     -0.000000002     0.000000000
   151     0.000006535    -0.000019774     -0.000000000    -0.000000002
   152     0.000006792    -0.000014919      0.000000001     0.000000001
   153     0.000005766    -0.000008757      0.000000000     0.000000000
   154     0.000004334    -0.000004449     -0.000000000    -0.000000001
   155     0.000003070    -0.000001475      0.000000000     0.000000000
   156    -0.000036054    -0.000003385      0.000000003    -0.000000000
   157    -0.000051195    -0.000014961     -0.000000005    -0.000000002
   158    -0.000046980    -0.000008940      0.000000006     0.000000002
   159    -0.000058984    -0.000016864      0.000000002 ***************
   160    -0.000043641    -0.000004188     -0.000000005     0.000000001
   161    -0.000007482     0.000000820      0.000000001     0.000000000
   162    -0.000013657     0.000000888      0.000000001    -0.000000000
   163    -0.000002208     0.000000646      0.000000000    -0.000000000
   164    -0.000020444     0.000000960      0.000000000    -0.000000001
   165     0.000001922     0.000000409     -0.000000000     0.000000000
   166    -0.000027474     0.000000836     -0.000000001     0.000000001
   167    -0.000034421     0.000000362      0.000000003    -0.000000000
   168     0.000007012    -0.000009609      0.000000001    -0.000000001
   169     0.000008226    -0.000006982     -0.000000002    -0.000000002
   170     0.000008096    -0.000004200      0.000000001    -0.000000001
   171     0.000007103    -0.000002128     -0.000000001     0.000000000
   172     0.000005871    -0.000000714     -0.000000000    -0.000000000
   173     0.000004556     0.000000222      0.000000000    -0.000000000
   174    -0.000041190    -0.000000271      0.000000001    -0.000000000
   175    -0.000053689    -0.000010477      0.000000001 ***************
   176    -0.000049462    -0.000005385     -0.000000001 ***************
   177    -0.000046274    -0.000001166      0.000000002 ***************
   178    -0.000007970     0.000003187     -0.000000001    -0.000000000
   179    -0.000013830     0.000003691     -0.000000002     0.000000000
   180    -0.000002977     0.000002533      0.000000000     0.000000001
   181    -0.000020246     0.000003977     -0.000000000     0.000000002
   182     0.000000849     0.000001775     -0.000000000    -0.000000000
   183    -0.000026920     0.000004025      0.000000002     0.000000001
   184     0.000003320     0.000000919     -0.000000000    -0.000000000
   185    -0.000033437     0.000003687     -0.000000004     0.000000001
   186    -0.000039427     0.000003207     -0.000000007    -0.000000001
   187     0.000007104     0.000000000      0.000000000 ***************
   188     0.000008892     0.000000000      0.000000001 ***************
   189     0.000008956     0.000000000      0.000000001 ***************
   190     0.000008084     0.000000000      0.000000000 ***************
   191     0.000006812     0.000000000      0.000000000 ***************
   192     0.000005466     0.000000000      0.000000000 41284.086986958
   193     0.000004204     0.000000000     -0.000000000 ***************
   194    -0.000044073     0.000002577      0.000000000 ***************
   195    -0.000008493     0.000005415      0.000000000    -0.000000000
   196    -0.000014096     0.000006302      0.000000001     0.000000000
   197    -0.000003727     0.000004290     -0.000000000     0.000000001
   198    -0.000020238     0.000006878     -0.000000001    -0.000000001
   199    -0.000000097     0.000002994     -0.000000000     0.000000000
   200    -0.000026520     0.000007080      0.000000000     0.000000000
   201     0.000002268     0.000001522     -0.000000000     0.000000000
   202    -0.000032632     0.000006965     -0.000000006     0.000000000
   203     0.000003084     0.000000000      0.000000000 ***************
   204    -0.000038179     0.000006656      0.000000011     0.000000001
   205    -0.000042752     0.000006220     -0.000000001 ***************
   206    -0.000009056     0.000007843      0.000000001     0.000000002
   207    -0.000014439     0.000009115     -0.000000001    -0.000000001
   208    -0.000004461     0.000006206      0.000000000     0.000000000
   209    -0.000020317     0.000009965     -0.000000000    -0.000000001
   210    -0.000000898     0.000004270     -0.000000000     0.000000000
   211    -0.000026354     0.000010439     -0.000000005     0.000000001
   212     0.000001323     0.000002184      0.000000000    -0.000000000
   213    -0.000032145     0.000010543      0.000000007     0.000000001
   214     0.000002091     0.000000000      0.000000000 ***************
   215    -0.000037438     0.000010350     -0.000000001    -0.000000001
   216    -0.000042122     0.000010090     -0.000000004 ***************
   217    -0.000009578     0.000010771      0.000000001    -0.000000002
   218    -0.000014807     0.000012528      0.000000001     0.000000000
   219    -0.000005131     0.000008522     -0.000000001    -0.000000000
   220    -0.000020520     0.000013721      0.000000001     0.000000001
   221    -0.000001746     0.000005915      0.000000000     0.000000001
   222    -0.000026324     0.000014394      0.000000001     0.000000000
   223     0.000000393     0.000003020      0.000000000     0.000000000
   224    -0.000031974     0.000014669      0.000000004    -0.000000000
   225     0.000001122     0.000000000      0.000000000 ***************
   226    -0.000037130     0.000014570      0.000000005     0.000000001
   227    -0.000041914     0.000014382     -0.000000001 ***************
   228    -0.000010225     0.000014674      0.000000000     0.000000001
   229    -0.000015287     0.000017001     -0.000000001     0.000000000
   230    -0.000005948     0.000011663      0.000000001    -0.000000001
   231    -0.000020826     0.000018571     -0.000000000    -0.000000000
   232    -0.000002706     0.000008100     -0.000000000    -0.000000001
   233    -0.000026500     0.000019395     -0.000000000    -0.000000000
   234    -0.000000684     0.000004150      0.000000000    -0.000000000
   235    -0.000031995     0.000019586      0.000000001     0.000000000
   236     0.000000000     0.000000000     -0.000000069 ***************
   237    -0.000037085     0.000019365      0.000000001     0.000000002
   238    -0.000041825     0.000019030     -0.000000000 ***************
                                            ___________     ___________
                              Summation    -0.000000025     0.000000036

Element                    Element strain                                   Principal stresses
number      1-direction     2-direction     3-direction      sigma 1         sigma 2        direction
      1     0.000137091    -0.000125492    -0.000238042  *************** ***************     0.368207697
      2     0.000086892    -0.000099869    -0.000309179  *************** ***************     0.513700519
      3    -0.000128874    -0.000164816    -0.000056339  *************** ***************     0.501472993
      4    -0.000112237    -0.000079853    -0.000192681  *************** ***************     0.868656130
      5    -0.000040758    -0.000072043    -0.000306136  *************** ***************     0.734477797
      6    -0.000013105    -0.000015538    -0.000423846  *************** ***************     0.782528684
      7    -0.000017248    -0.000047294    -0.000391441  *************** ***************     0.747094158
      8    -0.000013557     0.000016468    -0.000415439  *************** ***************     0.821472406
      9    -0.000054065     0.000032981    -0.000379579  *************** ***************     0.898109707
     10    -0.000062676    -0.000004090    -0.000375716  *************** ***************     0.862741452
     11    -0.000069728    -0.000059683    -0.000332969  *************** ***************     0.800478870
     12     0.000064033    -0.000075827    -0.000375822  *************** ***************     0.607265881
     13     0.000059335    -0.000056777    -0.000424650  *************** ***************     0.651945107
     14     0.000049571    -0.000031849    -0.000436740  *************** ***************     0.693242637
     15     0.000036972    -0.000007344    -0.000418214  *************** ***************     0.732612050
     16     0.000022176     0.000017048    -0.000373751  *************** ***************     0.778538302
     17    -0.000016899     0.000046730    -0.000378857  *************** ***************     0.868596577
     18    -0.000049399     0.000071578    -0.000352535  *************** ***************     0.950683718
     19    -0.000074413     0.000090602    -0.000300215  *************** ***************     1.036688344
     20    -0.000084676     0.000044934    -0.000318520  *************** ***************     0.978624214
     21    -0.000096495    -0.000006099    -0.000305514  *************** ***************     0.929235266
     22    -0.000112338    -0.000049799    -0.000264784  *************** ***************     0.901368689
     23    -0.000037430    -0.000094580    -0.000201139  *************** ***************     0.646980712
     24     0.000033424    -0.000132482    -0.000144280  *************** ***************     0.357896716
     25     0.000005455     0.000042145    -0.000306100  *************** ***************     0.845045016
     26    -0.000023719     0.000077906    -0.000316007  *************** ***************     0.940971339
     27    -0.000048372     0.000110710    -0.000297437  *************** ***************     1.030965052
     28    -0.000067960     0.000138456    -0.000255671  *************** ***************     1.125001490
     29    -0.000083113     0.000160204    -0.000196029  *************** ***************     1.231706846
     30    -0.000091669     0.000104315    -0.000228790  *************** ***************     1.139558611
     31    -0.000105003     0.000050165    -0.000239603  *************** ***************     1.072742189
     32    -0.000118138    -0.000009750    -0.000224117  *************** ***************     1.010627604
     33    -0.000128758    -0.000086070    -0.000154641  *************** ***************     0.920068365
     34    -0.000124720    -0.000207273     0.000019633  *************** ***************    -0.116745188
     35     0.000201722    -0.000159718    -0.000105013  *************** ***************     0.141378372
     36     0.000271967    -0.000156526    -0.000210511  *************** ***************     0.228324498
     37     0.000276317    -0.000138836    -0.000268613  *************** ***************     0.287139042
     38     0.000226317    -0.000118140    -0.000333804  *************** ***************     0.384846687
     39     0.000187178    -0.000097769    -0.000374441  *************** ***************     0.460147639
     40     0.000151244    -0.000076594    -0.000404026  *************** ***************     0.528665402
     41     0.000122100    -0.000056106    -0.000405435  *************** ***************     0.578337058
     42     0.000094661    -0.000036159    -0.000379004  *************** ***************     0.619216498
     43     0.000065567    -0.000015344    -0.000331007  *************** ***************     0.665527826
     44     0.000036524     0.000005643    -0.000263337  *************** ***************     0.727032423
     45    -0.000154387    -0.000137537     0.000040046  *************** ***************    -0.984532038
     46    -0.000113722    -0.000123320     0.000088793  *************** ***************    -0.731561859
     47     0.000081665    -0.000158163    -0.000043965  *************** ***************     0.090652738
     48    -0.000092205     0.000173889    -0.000123711  *************** ***************     1.353202924
     49    -0.000103469     0.000113405    -0.000144146  *************** ***************     1.277492412
     50    -0.000117535     0.000052725    -0.000150215  *************** ***************     1.209330122
     51    -0.000129023    -0.000017982    -0.000134751  *************** ***************     1.130014243
     52    -0.000129282    -0.000112424    -0.000079176  *************** ***************     0.890290490
     53    -0.000103386    -0.000248098     0.000034697  *************** ***************    -0.117661968
     54    -0.000101002    -0.000392123     0.000382059  *************** ***************    -0.459836310
     55    -0.000196378    -0.000266569     0.000431878  *************** ***************    -0.704840050
     56    -0.000027840    -0.000461841     0.000252074  *************** ***************    -0.263096661
     57     0.000011033     0.000022948    -0.000176430  *************** ***************     0.819113102
     58    -0.000011044     0.000064819    -0.000213711  *************** ***************     0.955949928
     59    -0.000032876     0.000110069    -0.000223929  *************** ***************     1.069469106
     60    -0.000052555     0.000154210    -0.000211739  *************** ***************     1.172153620
     61    -0.000069087     0.000193142    -0.000183046  *************** ***************     1.266091460
     62    -0.000081705     0.000223952    -0.000141142  *************** ***************     1.354498726
     63    -0.000091072     0.000246023    -0.000088790  *************** ***************     1.442023170
     64    -0.000277372    -0.000184693     0.000397667  *************** ***************    -0.899882578
     65    -0.000352366    -0.000100866     0.000354328  *************** ***************    -1.094033237
     66    -0.000004050    -0.000110587     0.000171006  *************** ***************    -0.506817408
     67    -0.000313401    -0.000073197     0.000356381  *************** ***************    -1.081931819
     68     0.000011896    -0.000090880     0.000281248  *************** ***************    -0.610220861
     69    -0.000316479    -0.000021674     0.000362717  *************** ***************    -1.126637578
     70     0.000010636    -0.000059830     0.000327520  *************** ***************    -0.679438697
     71    -0.000306492     0.000035861     0.000344745  *************** ***************    -1.176356660
     72     0.000004612    -0.000033387     0.000329085  *************** ***************    -0.727918207
     73    -0.000279045     0.000059972     0.000298602  *************** ***************    -1.209746688
     74     0.000000962    -0.000019531     0.000310038  *************** ***************    -0.752397521
     75    -0.000241179     0.000061159     0.000262644  *************** ***************    -1.213168459
     76     0.000001071    -0.000015165     0.000285479  *************** ***************    -0.756992055
     77    -0.000204866     0.000054395     0.000237478  *************** ***************    -1.200009018
     78     0.000002193    -0.000014727     0.000260417  *************** ***************    -0.752956948
     79    -0.000171064     0.000045223     0.000216543  *************** ***************    -1.177801691
     80     0.000003342    -0.000015400     0.000235412  *************** ***************    -0.745674155
     81    -0.000139862     0.000035792     0.000196408  *************** ***************    -1.150235714
     82     0.000003460    -0.000015379     0.000210412  *************** ***************    -0.740751524
     83    -0.000111937     0.000027228     0.000176158  *************** ***************    -1.119705234
     84     0.000003298    -0.000015315     0.000185318  *************** ***************    -0.735347227
     85    -0.000086927     0.000019436     0.000155448  *************** ***************    -1.085431487
     86     0.000003915    -0.000015833     0.000160382  *************** ***************    -0.724139165
     87    -0.000065847     0.000013321     0.000134394  *************** ***************    -1.051570908
     88     0.000004334    -0.000016046     0.000135706  *************** ***************    -0.710869249
     89    -0.000047435     0.000007817     0.000113664  *************** ***************    -1.011631371
     90     0.000004490    -0.000016063     0.000110909  *************** ***************    -0.693779521
     91    -0.000031906     0.000003087     0.000092960  *************** ***************    -0.965407434
     92     0.000004649    -0.000016113     0.000086182  *************** ***************    -0.667198005
     93    -0.000019589    -0.000000654     0.000072176  *************** ***************    -0.913678523
     94     0.000004740    -0.000016130     0.000061944  *************** ***************    -0.622911848
     95    -0.000010184    -0.000003639     0.000051531  *************** ***************    -0.848561313
     96    -0.000003336    -0.000006070     0.000031277  *************** ***************    -0.741801258
     97     0.000004808    -0.000016150     0.000038927  *************** ***************    -0.538456012
     98     0.000012927    -0.000026251     0.000031391  *************** ***************    -0.337747132
     99     0.000019654    -0.000028612     0.000051831  *************** ***************    -0.410497739
    100     0.000028817    -0.000031479     0.000072758  *************** ***************    -0.439394864
    101     0.000040788    -0.000035126     0.000093716  *************** ***************    -0.444980962
    102     0.000055930    -0.000039653     0.000114491  *************** ***************    -0.437581933
    103     0.000074030    -0.000045073     0.000135455  *************** ***************    -0.424772671
    104     0.000095200    -0.000051395     0.000156501  *************** ***************    -0.409034000
    105     0.000119330    -0.000058539     0.000177615  *************** ***************    -0.392342297
    106     0.000146094    -0.000066052     0.000199186  *************** ***************    -0.376949496
    107     0.000176418    -0.000075090     0.000221088  *************** ***************    -0.360558862
    108     0.000209605    -0.000085660     0.000242553  *************** ***************    -0.343849564
    109     0.000244699    -0.000098077     0.000260768  *************** ***************    -0.325173892
    110     0.000280869    -0.000114869     0.000267478  *************** ***************    -0.297182662
    111     0.000312910    -0.000135897     0.000247547  *************** ***************    -0.252022747
    112     0.000331928    -0.000157588     0.000185556  *************** ***************    -0.181162794
    113     0.000351267    -0.000178069     0.000071336  *************** ***************    -0.066978540
    114     0.000402100    -0.000194783    -0.000011388  *************** ***************     0.009538707
    115     0.000424646    -0.000187993    -0.000124231  *************** ***************     0.100033520
    116     0.000453590    -0.000182717    -0.000176934  *************** ***************     0.135606166
    117     0.000432877    -0.000169284    -0.000225850  *************** ***************     0.179413950
    118     0.000381924    -0.000151777    -0.000261277  *************** ***************     0.227629423
    119     0.000318988    -0.000129972    -0.000292447  *************** ***************     0.288674827
    120     0.000259160    -0.000107615    -0.000309900  *************** ***************     0.350772112
    121     0.000203260    -0.000085683    -0.000308897  *************** ***************     0.409381566
    122     0.000152046    -0.000064578    -0.000284876  *************** ***************     0.460331613
    123     0.000104587    -0.000044815    -0.000243508  *************** ***************     0.510240527
    124     0.000062473    -0.000026453    -0.000186500  *************** ***************     0.562933599
    125     0.000028814    -0.000012025    -0.000114407  *************** ***************     0.613968551
    126    -0.000097514     0.000180891    -0.000042409  *************** ***************     1.495212924
    127    -0.000109097     0.000117100    -0.000049584  *************** ***************     1.462899083
    128    -0.000123705     0.000054149    -0.000051285  *************** ***************     1.430427189
    129    -0.000132462    -0.000020302    -0.000045158  *************** ***************     1.379415311
    130    -0.000124940    -0.000119780    -0.000027639  *************** ***************     0.877677591
    131    -0.000089515    -0.000261357     0.000010406  *************** ***************    -0.030240952
    132    -0.000000135    -0.000474298     0.000083462  *************** ***************    -0.087117125
    133    -0.000095300     0.000256813    -0.000030292  *************** ***************     1.527887028
    134    -0.000033987    -0.000604639     0.000848907  *************** ***************    -0.489479738
    135    -0.000239714    -0.000427280     0.001050472  *************** ***************    -0.697052204
    136    -0.000479724    -0.000212263     0.001098184  *************** ***************    -0.904846787
    137    -0.000669460    -0.000047192     0.000911194  *************** ***************    -1.084981827
    138     0.000105381    -0.000735603     0.000531223  *************** ***************    -0.281689776
    139    -0.000788961     0.000088159     0.000654701  *************** ***************    -1.250192949
    140     0.000166286    -0.000781870     0.000174864  *************** ***************    -0.091187936
    141    -0.000770929     0.000163362     0.000391117  *************** ***************    -1.372567495
    142    -0.000660538     0.000173090     0.000207758  *************** ***************    -1.448673270
    143    -0.000557113     0.000159143     0.000135314  *************** ***************    -1.477437590
    144    -0.000474622     0.000139283     0.000111378  *************** ***************    -1.481059358
    145    -0.000402389     0.000119242     0.000100295  *************** ***************    -1.475819351
    146    -0.000335901     0.000099319     0.000091917  *************** ***************    -1.466727086
    147    -0.000275335     0.000081311     0.000083691  *************** ***************    -1.455550664
    148    -0.000220462     0.000064851     0.000075189  *************** ***************    -1.441960247
    149    -0.000171553     0.000050167     0.000066487  *************** ***************    -1.425128561
    150    -0.000128626     0.000037278     0.000057694  *************** ***************    -1.403460384
    151    -0.000091822     0.000026227     0.000048763  *************** ***************    -1.374933083
    152    -0.000061191     0.000017037     0.000039828  *************** ***************    -1.335332493
    153    -0.000036675     0.000009670     0.000030894  *************** ***************    -1.276813121
    154    -0.000018294     0.000004080     0.000021787  *************** ***************    -1.184740822
    155    -0.000006171     0.000000265     0.000011965  20769.917484826 ***************    -1.032168894
    156    -0.000000749    -0.000000736     0.000002183  *************** ***************    -0.788211951
    157     0.000000654    -0.000006107     0.000011163  81965.481401092 ***************    -0.513118777
    158     0.000004873    -0.000016228     0.000015283  *************** ***************    -0.313425612
    159     0.000009074    -0.000026349     0.000011165  *************** ***************    -0.152670366
    160     0.000010461    -0.000031725     0.000002188  *************** ***************    -0.025913451
    161     0.000015881    -0.000032719     0.000012034  *************** ***************    -0.121364841
    162     0.000027914    -0.000036490     0.000021996  *************** ***************    -0.164552878
    163     0.000046154    -0.000042068     0.000031334  *************** ***************    -0.170639101
    164     0.000070579    -0.000049429     0.000040329  *************** ***************    -0.162096147
    165     0.000101088    -0.000058611     0.000049182  *************** ***************    -0.149375539
    166     0.000137685    -0.000069588     0.000058198  *************** ***************    -0.136865369
    167     0.000180436    -0.000082421     0.000067254  *************** ***************    -0.125243035
    168     0.000229369    -0.000097069     0.000076414  *************** ***************    -0.114971686
    169     0.000284575    -0.000113569     0.000085941  *************** ***************    -0.106295770
    170     0.000346160    -0.000131952     0.000095815  *************** ***************    -0.098891637
    171     0.000413706    -0.000151777     0.000106070  *************** ***************    -0.092709953
    172     0.000485762    -0.000172480     0.000115239  *************** ***************    -0.086657049
    173     0.000560439    -0.000195147     0.000118432  *************** ***************    -0.077738479
    174     0.000629583    -0.000218675     0.000107256  *************** ***************    -0.062887832
    175     0.000684049    -0.000241577     0.000073311  *************** ***************    -0.039518246
    176     0.000720488    -0.000255707     0.000027109  *************** ***************    -0.013881716
    177     0.000730276    -0.000259636    -0.000013279  *************** ***************     0.006706894
    178     0.000726348    -0.000255982    -0.000056580  *************** ***************     0.028766967
    179     0.000692946    -0.000239573    -0.000084804  *************** ***************     0.045345656
    180     0.000631146    -0.000220339    -0.000101184  *************** ***************     0.059139050
    181     0.000548970    -0.000196082    -0.000110608  *************** ***************     0.073690251
    182     0.000460932    -0.000169961    -0.000120449  *************** ***************     0.094324417
    183     0.000370236    -0.000141526    -0.000127622  *************** ***************     0.122196630
    184     0.000282428    -0.000113395    -0.000125914  *************** ***************     0.153992010
    185     0.000200553    -0.000087379    -0.000116082  *************** ***************     0.191613240
    186     0.000127487    -0.000064240    -0.000098644  *************** ***************     0.237591898
    187     0.000068249    -0.000045088    -0.000072740  *************** ***************     0.285297212
    188     0.000028227    -0.000032104    -0.000037726  *************** ***************     0.279417663
    189     0.000011655    -0.000030508    -0.000003546  *************** ***************     0.041949887
    190     0.000009958    -0.000014268    -0.000036529  *************** ***************     0.492597188
    191    -0.000003471     0.000024492    -0.000067652  *************** ***************     0.981375359
    192    -0.000022099     0.000079323    -0.000085245  *************** ***************     1.221321739
