 Node            Displacements                Applied/reaction forces
number     1-direction     2-direction      1-direction     2-direction
     1    -0.000097167    -0.000776585      0.000000000    -0.000000000
     2    -0.000064489    -0.000776406     -0.000000000    -0.000000000
     3    -0.000129890    -0.000776808     -0.000000000     0.000000001
     4    -0.000063857    -0.000739348     -0.000000000    -0.000000002
     5    -0.000129303    -0.000739772      0.000000000    -0.000000001
     6    -0.000096546    -0.000739665      0.000000000     0.000000001
     7    -0.000031829    -0.000776290      0.000000000     0.000000001
     8    -0.000031547    -0.000739301     -0.000000000    -0.000000002
     9    -0.000162652    -0.000777041     -0.000000000  -513.157894600
    10    -0.000162576    -0.000740818      0.000000000 -1026.315790501
    11    -0.000095768    -0.000702453     -0.000000000    -0.000000001
    12    -0.000063523    -0.000702664     -0.000000000    -0.000000002
    13    -0.000031284    -0.000702086     -0.000000000     0.000000001
    14    -0.000162482    -0.000704544     -0.000000000 -1026.315787898
    15    -0.000129078    -0.000703774     -0.000000000    -0.000000001
    16     0.000000849    -0.000776237      0.000000000    -0.000000000
    17     0.000000684    -0.000739261     -0.000000000     0.000000000
    18     0.000000906    -0.000702293     -0.000000000     0.000000000
    19    -0.000063121    -0.000666067     -0.000000000     0.000000000
    20    -0.000095360    -0.000666792     -0.000000000     0.000000002
    21    -0.000128817    -0.000667480      0.000000001    -0.000000000
    22    -0.000031209    -0.000665577     -0.000000000    -0.000000000
    23     0.000000728    -0.000665304     -0.000000000    -0.000000000
    24    -0.000162324    -0.000668204     -0.000000000 -1026.315790499
    25     0.000033572    -0.000776227      0.000000000     0.000000000
    26     0.000033430    -0.000739322     -0.000000000     0.000000001
    27     0.000033401    -0.000702683      0.000000000    -0.000000001
    28     0.000032739    -0.000665506      0.000000000    -0.000000001
    29    -0.000062889    -0.000629278     -0.000000000     0.000000001
    30    -0.000031224    -0.000628684      0.000000000     0.000000001
    31    -0.000095212    -0.000630526      0.000000000    -0.000000002
    32    -0.000127681    -0.000631261      0.000000000    -0.000000002
    33    -0.000162054    -0.000631826     -0.000000000 -1026.315790500
    34     0.000000439    -0.000628322      0.000000000    -0.000000000
    35     0.000032395    -0.000628910     -0.000000000     0.000000001
    36     0.000066333    -0.000776228     -0.000000000    -0.000000001
    37     0.000066335    -0.000740006     -0.000000000     0.000000000
    38     0.000066318    -0.000703731     -0.000000000     0.000000001
    39     0.000066235    -0.000667392      0.000000000     0.000000000
    40     0.000066043    -0.000631014     -0.000000000     0.000000001
    41    -0.000062767    -0.000592693     -0.000000000    -0.000000000
    42    -0.000031299    -0.000591755      0.000000000     0.000000000
    43    -0.000094559    -0.000594237      0.000000000     0.000000002
    44     0.000000201    -0.000591557      0.000000000     0.000000000
    45    -0.000126679    -0.000595210     -0.000000000    -0.000000001
    46    -0.000161633    -0.000595449      0.000000000 -1026.315790500
    47     0.000032035    -0.000592369     -0.000000000     0.000000001
    48     0.000065699    -0.000594639     -0.000000000     0.000000000
    49    -0.000062603    -0.000556121     -0.000000000     0.000000000
    50    -0.000031458    -0.000555168      0.000000000     0.000000002
    51    -0.000093755    -0.000557673      0.000000000     0.000000001
    52    -0.000000028    -0.000555040      0.000000000    -0.000000001
    53    -0.000125048    -0.000558633      0.000000000    -0.000000002
    54     0.000031626    -0.000555908     -0.000000000     0.000000001
    55    -0.000161021    -0.000559131     -0.000000000 -1026.315790499
    56     0.000065166    -0.000558320      0.000000000    -0.000000001
    57    -0.000062370    -0.000519579     -0.000000000     0.000000001
    58    -0.000031669    -0.000518659      0.000000000     0.000000001
    59    -0.000093167    -0.000521288     -0.000000000    -0.000000001
    60    -0.000000438    -0.000518620      0.000000000     0.000000001
    61    -0.000124409    -0.000522515     -0.000000000    -0.000000001
    62     0.000031048    -0.000519605      0.000000000    -0.000000000
    63    -0.000160184    -0.000522936      0.000000000 -1026.315784001
    64     0.000064406    -0.000522124     -0.000000000    -0.000000000
    65    -0.000062154    -0.000483331     -0.000000000     0.000000001
    66    -0.000031576    -0.000482576      0.000000000    -0.000000000
    67    -0.000092644    -0.000484999      0.000000000    -0.000000001
    68    -0.000000903    -0.000482457     -0.000000000     0.000000000
    69    -0.000123590    -0.000486427     -0.000000000     0.000000001
    70     0.000030270    -0.000483526      0.000000000    -0.000000000
    71    -0.000159080    -0.000486940     -0.000000000 -1026.315790500
    72     0.000063379    -0.000486129     -0.000000000     0.000000000
    73    -0.000061894    -0.000447369     -0.000000000     0.000000000
    74    -0.000031724    -0.000446772      0.000000000     0.000000000
    75    -0.000091999    -0.000449100     -0.000000000    -0.000000000
    76    -0.000001444    -0.000446807     -0.000000000    -0.000000001
    77    -0.000122565    -0.000450632      0.000000000     0.000000000
    78     0.000029275    -0.000447743     -0.000000000     0.000000000
    79    -0.000157672    -0.000451238      0.000000000 -1026.315790500
    80     0.000062050    -0.000450425      0.000000000     0.000000000
    81    -0.000061617    -0.000411975     -0.000000000    -0.000000000
    82    -0.000031921    -0.000411545     -0.000000000     0.000000002
    83    -0.000091790    -0.000413470      0.000000000     0.000000001
    84    -0.000002054    -0.000411784      0.000000000    -0.000000000
    85    -0.000122339    -0.000415112      0.000000000    -0.000000000
    86     0.000028041    -0.000412375     -0.000000000     0.000000000
    87    -0.000155928    -0.000415922     -0.000000000 -1026.315790501
    88     0.000060379    -0.000415114      0.000000000    -0.000000000
    89    -0.000061244    -0.000377340     -0.000000000    -0.000000000
    90    -0.000032110    -0.000376925     -0.000000000    -0.000000000
    91    -0.000090851    -0.000378651     -0.000000000    -0.000000000
    92    -0.000002872    -0.000376935      0.000000000    -0.000000001
    93    -0.000121381    -0.000380146      0.000000000    -0.000000000
    94     0.000026597    -0.000377636      0.000000000     0.000000001
    95    -0.000153800    -0.000381115     -0.000000000 -1026.315790499
    96     0.000058330    -0.000380313      0.000000000     0.000000000
    97    -0.000060851    -0.000343543     -0.000000000    -0.000000001
    98    -0.000032202    -0.000342916      0.000000000     0.000000001
    99    -0.000089654    -0.000344511     -0.000000000    -0.000000000
   100    -0.000003694    -0.000342901     -0.000000000     0.000000000
   101    -0.000120165    -0.000345768      0.000000000     0.000000000
   102     0.000025763    -0.000344147     -0.000000000    -0.000000000
   103    -0.000151256    -0.000346934     -0.000000000 -1026.315790500
   104     0.000055871    -0.000346138      0.000000000    -0.000000000
   105    -0.000060170    -0.000310628      0.000000000     0.000000001
   106    -0.000032524    -0.000309726      0.000000000    -0.000000000
   107    -0.000088882    -0.000311212      0.000000000     0.000000001
   108    -0.000004798    -0.000309584      0.000000000    -0.000000001
   109    -0.000117952    -0.000312372      0.000000000    -0.000000000
   110     0.000023687    -0.000310715     -0.000000000     0.000000001
   111    -0.000148247    -0.000313525     -0.000000000 -1026.315803500
   112     0.000052955    -0.000312733     -0.000000000    -0.000000000
   113    -0.000059972    -0.000277737     -0.000000000    -0.000000000
   114    -0.000032992    -0.000277405      0.000000000    -0.000000001
   115    -0.000087175    -0.000278805     -0.000000000    -0.000000000
   116    -0.000006454    -0.000277132     -0.000000000     0.000000000
   117    -0.000115269    -0.000279876      0.000000000     0.000000000
   118     0.000021138    -0.000278035      0.000000000     0.000000001
   119    -0.000144735    -0.000281042     -0.000000000 -1026.315810000
   120     0.000049556    -0.000280245     -0.000000000    -0.000000000
   121    -0.000059221    -0.000245933      0.000000000     0.000000001
   122    -0.000033656    -0.000245188      0.000000000    -0.000000000
   123    -0.000085166    -0.000247332      0.000000000    -0.000000000
   124    -0.000008244    -0.000245216     -0.000000000    -0.000000000
   125    -0.000112214    -0.000248500      0.000000000     0.000000001
   126     0.000018085    -0.000246359      0.000000000     0.000000000
   127    -0.000140679    -0.000249660      0.000000000 -1026.315745000
   128     0.000045640    -0.000248822      0.000000000     0.000000000
   129    -0.000058362    -0.000214983     -0.000000000     0.000000000
   130    -0.000034302    -0.000213938     -0.000000000    -0.000000001
   131    -0.000083043    -0.000216396      0.000000000    -0.000000000
   132    -0.000010114    -0.000214200      0.000000000     0.000000000
   133    -0.000108960    -0.000217795     -0.000000000     0.000000000
   134     0.000014688    -0.000215806      0.000000000     0.000000000
   135    -0.000136043    -0.000219561      0.000000000 -1026.315745000
   136     0.000041172    -0.000218613      0.000000000     0.000000000
   137    -0.000057395    -0.000184871     -0.000000000     0.000000001
   138    -0.000034836    -0.000184019      0.000000000    -0.000000000
   139    -0.000080679    -0.000186728      0.000000000    -0.000000001
   140    -0.000012297    -0.000184265     -0.000000000     0.000000000
   141    -0.000105019    -0.000188877      0.000000000     0.000000000
   142     0.000011015    -0.000186411      0.000000000    -0.000000000
   143    -0.000130792    -0.000190975      0.000000000 -1026.315810000
   144     0.000036106    -0.000189753     -0.000000000    -0.000000000
   145    -0.000055949    -0.000156586      0.000000000    -0.000000000
   146    -0.000034990    -0.000155313     -0.000000000    -0.000000000
   147    -0.000077683    -0.000158920     -0.000000000     0.000000000
   148    -0.000014269    -0.000155996     -0.000000000     0.000000001
   149    -0.000100668    -0.000161779     -0.000000000    -0.000000000
   150     0.000007197    -0.000158578     -0.000000000     0.000000000
   151    -0.000124929    -0.000164140      0.000000000 -1026.315810000
   152     0.000030327    -0.000162341     -0.000000000     0.000000000
   153    -0.000054039    -0.000130213     -0.000000000    -0.000000000
   154    -0.000034484    -0.000128392      0.000000000     0.000000000
   155    -0.000074469    -0.000133184     -0.000000000     0.000000000
   156    -0.000015668    -0.000128942     -0.000000000     0.000000000
   157    -0.000095923    -0.000136377      0.000000000     0.000000000
   158     0.000003273    -0.000131992      0.000000000    -0.000000000
   159    -0.000118494    -0.000139296     -0.000000000 -1026.315810000
   160     0.000023450    -0.000136493     -0.000000000     0.000000000
   161    -0.000051605    -0.000106529     -0.000000000    -0.000000000
   162    -0.000033119    -0.000103722     -0.000000000     0.000000000
   163    -0.000070825    -0.000110286      0.000000000    -0.000000000
   164    -0.000015992    -0.000103554      0.000000000    -0.000000000
   165    -0.000090857    -0.000113537      0.000000000     0.000000000
   166     0.000000920    -0.000107884     -0.000000000     0.000000000
   167    -0.000111583    -0.000116667     -0.000000000 -1026.315810000
   168     0.000016930    -0.000112697     -0.000000000    -0.000000000
   169    -0.000049043    -0.000086205     -0.000000000     0.000000000
   170    -0.000031246    -0.000081860      0.000000000     0.000000000
   171    -0.000067262    -0.000090067      0.000000000    -0.000000000
   172    -0.000015426    -0.000080406      0.000000000     0.000000000
   173    -0.000085738    -0.000093607      0.000000000     0.000000000
   174    -0.000000248    -0.000085601     -0.000000000     0.000000000
   175    -0.000104342    -0.000096405     -0.000000000 -1026.315810000
   176     0.000012152    -0.000091564      0.000000000     0.000000000
   177    -0.000031278    -0.000064587      0.000000000     0.000000000
   178    -0.000047844    -0.000069486     -0.000000000     0.000000000
   179    -0.000064051    -0.000072736     -0.000000000     0.000000000
   180    -0.000014508    -0.000058493      0.000000000    -0.000000000
   181    -0.000080569    -0.000075849      0.000000000    -0.000000000
   182    -0.000000309    -0.000066880     -0.000000000    -0.000000000
